"Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"ETS-LC-7","rest","nghỉ ngơi","verb","/rest/","Employees were allowed to rest after the long shift.","Nhân viên được nghỉ sau ca làm dài."
"ETS-LC-7","rest","sự nghỉ ngơi, phần còn lại","noun","/rest/","The team took a short rest during the workshop.","Nhóm đã nghỉ ngắn trong buổi hội thảo."
"ETS-LC-7","decorate","trang trí","verb","/ˈdek.ə.reɪt/","They decorated the meeting room for the company event.","Họ đã trang trí phòng họp cho sự kiện của công ty."
"ETS-LC-7","post","đăng hoặc dán thông báo","verb","/poʊst/","They posted the updated schedule on the bulletin board.","Họ đã dán lịch trình cập nhật lên bảng thông báo."
"ETS-LC-7","storage","kho chứa đồ","noun","/ˈstɔːr.ɪdʒ/","The extra chairs were moved to the storage room.","Những chiếc ghế thừa được chuyển vào phòng chứa đồ."
"ETS-LC-7","press release","thông cáo báo chí","noun","/ˈpres rɪˌliːs/","The company issued a press release about the product launch.","Công ty đã phát hành thông cáo báo chí về việc ra mắt sản phẩm."
"ETS-LC-7","renew","gia hạn hoặc làm mới","verb","/rɪˈnuː/","You need to renew your subscription before the due date.","Bạn cần gia hạn đăng ký trước ngày hết hạn."
"ETS-LC-7","newsletter","bản tin định kỳ","noun","/ˈnuːzˌlet̬.ɚ/","The company sends out a monthly newsletter to all clients.","Công ty gửi bản tin hàng tháng cho tất cả khách hàng."
"ETS-LC-7","mention","đề cập đến","verb","/ˈmen.ʃən/","She mentioned the meeting during the call.","Cô ấy đã nhắc đến cuộc họp trong cuộc gọi."
"ETS-LC-7","shipment","lô hàng hoặc hành động vận chuyển hàng","noun","/ˈʃɪp.mənt/","The shipment will arrive at the warehouse tomorrow.","Lô hàng sẽ đến kho vào ngày mai."
"ETS-LC-7","reschedule","dời lịch","verb","/ˌriːˈskedʒ.uːl/","We had to reschedule the meeting due to travel delays.","Chúng tôi phải dời cuộc họp vì bị trễ chuyến bay."
"ETS-LC-7","performance","màn trình diễn hoặc hiệu suất làm việc","noun","/pɚˈfɔːr.məns/","Her performance exceeded all expectations at the presentation.","Phần trình bày của cô ấy vượt xa mong đợi."
"ETS-LC-7","material","vật liệu hoặc tài liệu","noun","/məˈtɪr.i.əl/","All training materials must be submitted by Friday.","Tất cả tài liệu đào tạo phải được nộp trước thứ Sáu."
"ETS-LC-7","recipe","công thức nấu ăn","noun","/ˈres.ə.pi/","He followed the recipe exactly to prepare the dessert.","Anh ấy làm đúng theo công thức để chuẩn bị món tráng miệng."
"ETS-LC-7","loyal customer","khách hàng trung thành","noun","/ˈlɔɪ.əl ˈkʌs.tə.mɚ/","We offer discounts to loyal customers every quarter.","Chúng tôi cung cấp giảm giá cho khách hàng trung thành hàng quý."
"ETS-LC-7","summary","bản tóm tắt nội dung chính","noun","/ˈsʌm.ɚ.i/","He provided a brief summary of the report at the meeting.","Anh ấy đã trình bày bản tóm tắt ngắn gọn của báo cáo tại cuộc họp."
"ETS-LC-7","supply","cung cấp hàng hóa cần thiết","verb","/səˈplaɪ/","The vendor supplies office materials every Monday.","Nhà cung cấp giao vật tư văn phòng vào mỗi thứ Hai."
"ETS-LC-7","supply","nguồn cung cấp hàng hóa","noun","/səˈplaɪ/","We need to check the supply of toner cartridges.","Chúng tôi cần kiểm tra nguồn cung hộp mực in."
"ETS-LC-7","equipment","thiết bị cần cho hoạt động cụ thể","noun","/ɪˈkwɪp.mənt/","The office purchased new equipment for the IT department.","Văn phòng đã mua thiết bị mới cho bộ phận IT."
"ETS-LC-7","fee","khoản phí","noun","/fiː/","There is an additional fee for express delivery.","Có một khoản phí bổ sung cho giao hàng nhanh."
"ETS-LC-7","malfunction","trục trặc, hoạt động sai chức năng","noun","/ˌmælˈfʌŋk.ʃən/","The printer malfunction caused delays in processing orders.","Sự cố máy in đã gây chậm trễ trong xử lý đơn hàng."
"ETS-LC-7","account","tài khoản tài chính","noun","/əˈkaʊnt/","She checked her account balance before making the purchase.","Cô ấy đã kiểm tra số dư tài khoản trước khi mua hàng."
"ETS-LC-7","last-minute","vào phút chót","adj","/ˌlæstˈmɪn.ɪt/","They made a last-minute change to the presentation slides.","Họ đã thay đổi các trang trình bày vào phút chót."
"ETS-LC-7","luncheon","bữa trưa trang trọng","noun","/ˈlʌn.tʃən/","The company hosted a luncheon for visiting clients.","Công ty đã tổ chức một bữa trưa cho các khách hàng đến thăm."
"ETS-LC-7","résumé","sơ yếu lý lịch","noun","/ˈrez.ə.meɪ/","Please send your résumé along with the application.","Vui lòng gửi sơ yếu lý lịch kèm theo đơn xin việc."
"ETS-LC-7","colleague","đồng nghiệp","noun","/ˈkɑː.liːɡ/","She discussed the issue with a colleague from the finance team.","Cô ấy đã thảo luận vấn đề với một đồng nghiệp từ phòng tài chính."
"ETS-LC-7","construction","ngành xây dựng","noun","/kənˈstrʌk.ʃən/","Construction of the new office building starts next month.","Việc xây dựng tòa nhà văn phòng mới bắt đầu vào tháng tới."
"ETS-LC-7","present","trình bày hoặc giới thiệu điều gì đó","verb","/prɪˈzent/","She will present the quarterly report at the meeting.","Cô ấy sẽ trình bày báo cáo quý tại cuộc họp."
"ETS-LC-7","receipt","hóa đơn hoặc biên lai thanh toán","noun","/rɪˈsiːt/","Please keep your receipt for reimbursement purposes.","Vui lòng giữ hóa đơn để được hoàn tiền."
"ETS-LC-7","monitor","theo dõi và kiểm soát","verb","/ˈmɑː.nə.t̬ɚ/","The manager monitors employee performance closely.","Quản lý theo dõi sát sao hiệu suất làm việc của nhân viên."
"ETS-LC-7","donate","quyên góp, tặng cho mục đích từ thiện","verb","/ˈdoʊ.neɪt/","The company donated supplies to the local school.","Công ty đã quyên góp vật tư cho trường học địa phương."
"ETS-LC-7","vendor","nhà cung cấp","noun","/ˈven.dɚ/","We’ve contracted a new vendor to supply office equipment.","Chúng tôi đã ký hợp đồng với nhà cung cấp mới để cung cấp thiết bị văn phòng."
"ETS-LC-7","coworker","đồng nghiệp","noun","/ˈkoʊˌwɝː.kɚ/","She collaborated with a coworker on the sales presentation.","Cô ấy đã hợp tác với đồng nghiệp trong bài thuyết trình bán hàng."
"ETS-LC-7","management","quản lý","noun","/ˈmæn.ɪdʒ.mənt/","The management team held a meeting to discuss new strategies.","Ban quản lý đã tổ chức cuộc họp để thảo luận các chiến lược mới."
"ETS-LC-7","location","địa điểm","noun","/loʊˈkeɪ.ʃən/","The training session will take place at the downtown location.","Buổi đào tạo sẽ diễn ra tại địa điểm ở trung tâm thành phố."
"ETS-LC-7","property","tài sản, đặc biệt là bất động sản","noun","/ˈprɑː.pɚ.t̬i/","The company recently purchased a property near the airport.","Công ty gần đây đã mua một bất động sản gần sân bay."
"ETS-LC-7","value","giá trị","noun","/ˈvæl.juː/","Customers are looking for better value in the products they buy.","Khách hàng đang tìm kiếm giá trị tốt hơn trong các sản phẩm họ mua."
"ETS-LC-7","refund","hoàn tiền","noun","/ˈriː.fʌnd/","You will receive a full refund if you cancel within 30 days.","Bạn sẽ nhận được hoàn tiền đầy đủ nếu hủy trong vòng 30 ngày."
"ETS-LC-7","postpone","hoãn lại việc gì đó","verb","/poʊstˈpoʊn/","The manager decided to postpone the staff meeting until next week.","Quản lý quyết định hoãn cuộc họp nhân viên đến tuần sau."
"ETS-LC-7","review","quá trình xem xét, đánh giá lại","noun","/rɪˈvjuː/","Management is conducting a review of all company policies.","Ban quản lý đang tiến hành rà soát tất cả chính sách của công ty."
"ETS-LC-7","agenda","chương trình nghị sự","noun","/əˈdʒen.də/","Let’s go over the agenda before we start the meeting.","Hãy xem lại chương trình nghị sự trước khi bắt đầu cuộc họp."
"ETS-LC-7","stock","hàng tồn kho hoặc cổ phiếu","noun","/stɑːk/","The store has a large stock of office chairs.","Cửa hàng có lượng lớn ghế văn phòng trong kho."
"ETS-LC-7","accommodate","cung cấp chỗ ở hoặc điều chỉnh cho phù hợp","verb","/əˈkɑː.mə.deɪt/","The hotel can accommodate up to 200 guests for the conference.","Khách sạn có thể chứa tới 200 khách cho hội nghị."
"ETS-LC-7","stop by","ghé qua","verb","/stɑːp baɪ/","Please stop by my office before leaving today.","Vui lòng ghé qua văn phòng tôi trước khi rời đi hôm nay."
"ETS-LC-7","invoice","hóa đơn","noun","/ˈɪn.vɔɪs/","The invoice must be paid within 14 business days.","Hóa đơn phải được thanh toán trong vòng 14 ngày làm việc."
"ETS-LC-7","assure","cam đoan, trấn an","verb","/əˈʃʊr/","We assure our customers that their data is fully secure.","Chúng tôi cam đoan với khách hàng rằng dữ liệu của họ hoàn toàn an toàn."
"ETS-LC-7","accessible","có thể tiếp cận","adj","/əkˈses.ə.bəl/","The facility is accessible to people with disabilities.","Cơ sở này có thể tiếp cận được cho người khuyết tật."
"ETS-LC-7","reservation","đặt chỗ trước","noun","/ˌrez.ɚˈveɪ.ʃən/","I’d like to confirm my reservation for this evening.","Tôi muốn xác nhận đặt chỗ của mình cho tối nay."
"ETS-LC-7","detail","thông tin cụ thể","noun","/ˈdiː.teɪl/","Please review the contract details before signing.","Vui lòng xem lại các chi tiết trong hợp đồng trước khi ký."
"ETS-LC-7","confirm","xác nhận điều gì đúng hoặc chính xác","verb","/kənˈfɝːm/","We would like to confirm your appointment for Friday at 3 p.m.","Chúng tôi muốn xác nhận lịch hẹn của bạn vào thứ Sáu lúc 3 giờ chiều."
"ETS-LC-7","proposal","đề xuất kế hoạch hoặc ý tưởng","noun","/prəˈpoʊ.zəl/","They submitted a proposal to expand the marketing team.","Họ đã nộp một đề xuất mở rộng nhóm tiếp thị."
"ETS-LC-7","compete","cạnh tranh","verb","/kəmˈpiːt/","Several companies are competing for the same government contract.","Nhiều công ty đang cạnh tranh cho cùng một hợp đồng chính phủ."
"ETS-LC-7","equip","trang bị công cụ hoặc kỹ năng cần thiết","verb","/ɪˈkwɪp/","The new facility is equipped with advanced security systems.","Cơ sở mới được trang bị hệ thống an ninh tiên tiến."
"ETS-LC-7","launch","ra mắt hoặc bắt đầu điều gì đó mới","verb","/lɑːntʃ/","They will launch the new product line next quarter.","Họ sẽ ra mắt dòng sản phẩm mới vào quý tới."
"ETS-LC-7","participate","tham gia","verb","/pɑːrˈtɪs.ə.peɪt/","Employees are encouraged to participate in training sessions.","Nhân viên được khuyến khích tham gia vào các buổi đào tạo."
"ETS-LC-7","share","chia sẻ","verb","/ʃer/","Please share the report with the rest of the team.","Vui lòng chia sẻ báo cáo với phần còn lại của nhóm."
"ETS-LC-7","celebrate","tổ chức ăn mừng dịp đặc biệt","verb","/ˈsel.ə.breɪt/","We’ll celebrate the company’s anniversary with a staff party.","Chúng tôi sẽ tổ chức tiệc kỷ niệm ngày thành lập công ty với toàn thể nhân viên."
"ETS-LC-7","progress","sự tiến bộ","noun","/ˈprɑː.ɡres/","We’ve made significant progress on the construction project.","Chúng tôi đã đạt được tiến bộ đáng kể trong dự án xây dựng."
"ETS-LC-7","opportunity","cơ hội","noun","/ˌɑː.pɚˈtuː.nə.t̬i/","This is a great opportunity to network with industry professionals.","Đây là cơ hội tuyệt vời để kết nối với các chuyên gia trong ngành."
"ETS-LC-7","short notice","thông báo gấp","noun","/ʃɔːrt ˈnoʊ.tɪs/","We apologize for the meeting scheduled on such short notice.","Chúng tôi xin lỗi vì cuộc họp được sắp xếp trong thời gian gấp gáp như vậy."
"ETS-LC-7","solution","giải pháp","noun","/səˈluː.ʃən/","The IT team found a quick solution to the software bug.","Nhóm CNTT đã tìm ra giải pháp nhanh cho lỗi phần mềm."
"ETS-LC-7","option","sự lựa chọn","noun","/ˈɑːp.ʃən/","We offer several payment options for your convenience.","Chúng tôi cung cấp nhiều phương thức thanh toán để bạn thuận tiện."
"ETS-LC-7","instruction","hướng dẫn","noun","/ɪnˈstrʌk.ʃən/","Please read all instructions before installing the software.","Vui lòng đọc kỹ hướng dẫn trước khi cài đặt phần mềm."
"ETS-LC-7","issue","vấn đề","noun","/ˈɪʃ.uː/","There’s a technical issue affecting the registration system.","Có sự cố kỹ thuật đang ảnh hưởng đến hệ thống đăng ký."
"ETS-LC-7","patron","khách hàng quen","noun","/ˈpeɪ.trən/","The café offers discounts to loyal patrons.","Quán cà phê giảm giá cho khách hàng thân thiết."
"ETS-LC-7","trade show","triển lãm thương mại","noun","/ˈtreɪd ˌʃoʊ/","We plan to exhibit our new line at the upcoming trade show.","Chúng tôi dự định trưng bày dòng sản phẩm mới tại triển lãm thương mại sắp tới."
"ETS-LC-7","separate","tách ra, chia thành phần riêng biệt","verb","/ˈsep.ə.reɪt/","The documents should be separated into three categories.","Tài liệu nên được phân loại thành ba nhóm riêng biệt."
"ETS-LC-7","advertisement","quảng cáo","noun","/ˌæd.vɚˈtaɪz.mənt/","The company placed advertisements in major business magazines.","Công ty đã đăng quảng cáo trên các tạp chí kinh doanh lớn."
"ETS-LC-7","satisfaction","sự hài lòng","noun","/ˌsæt̬.ɪsˈfæk.ʃən/","Customer satisfaction is our top priority.","Sự hài lòng của khách hàng là ưu tiên hàng đầu của chúng tôi."
"ETS-LC-7","stress","căng thẳng","noun","/stres/","Too much stress can affect your work performance.","Căng thẳng quá mức có thể ảnh hưởng đến hiệu suất làm việc của bạn."
"ETS-LC-7","refreshments","đồ ăn nhẹ và thức uống","noun","/rɪˈfreʃ.mənts/","Light refreshments will be served during the break.","Đồ ăn nhẹ sẽ được phục vụ trong giờ nghỉ."
"ETS-LC-7","assign","giao nhiệm vụ","verb","/əˈsaɪn/","The manager assigned new tasks to each team member.","Quản lý đã giao nhiệm vụ mới cho từng thành viên trong nhóm."
"ETS-LC-7","permit","giấy phép","noun","/ˈpɝː.mɪt/","You need a parking permit to use the company lot.","Bạn cần giấy phép đỗ xe để sử dụng bãi đậu xe của công ty."
"ETS-LC-7","supervisor","người giám sát","noun","/ˈsuː.pɚ.vaɪ.zɚ/","The supervisor will review your request before approval.","Người giám sát sẽ xem xét yêu cầu của bạn trước khi phê duyệt."
"ETS-LC-7","government","chính phủ","noun","/ˈɡʌv.ɚn.mənt/","The government has introduced new labor regulations.","Chính phủ đã ban hành quy định lao động mới."
"ETS-LC-7","forecast","dự báo","noun","/ˈfɔːr.kæst/","According to the weather forecast, it will rain tomorrow.","Theo dự báo thời tiết, ngày mai sẽ có mưa."
"ETS-LC-8","lean over","nghiêng người về phía trước hoặc sang bên","verb","/liːn ˈoʊ.vɚ/","He leaned over the counter to speak with the clerk.","Anh ấy nghiêng người qua quầy để nói chuyện với nhân viên."
"ETS-LC-8","lock","khóa lại để bảo vệ hoặc ngăn sử dụng","verb","/lɑːk/","Please remember to lock the door before leaving the office.","Vui lòng nhớ khóa cửa trước khi rời văn phòng."
"ETS-LC-8","repair","sửa chữa","verb","/rɪˈper/","The technician repaired the broken printer quickly.","Kỹ thuật viên đã nhanh chóng sửa máy in bị hỏng."
"ETS-LC-8","greet","chào hỏi","verb","/ɡriːt/","The receptionist greeted the guests with a smile.","Lễ tân chào đón khách bằng một nụ cười."
"ETS-LC-8","occupied","đang sử dụng","adj","/ˈɑː.kjə.paɪd/","The meeting room is currently occupied.","Phòng họp hiện đang có người sử dụng."
"ETS-LC-8","shade","bóng râm","noun","/ʃeɪd/","They sat under the shade of a large tree during lunch.","Họ ngồi dưới bóng cây lớn trong giờ ăn trưa."
"ETS-LC-8","shift","ca làm việc hoặc sự thay đổi","noun","/ʃɪft/","She is working the night shift this week.","Tuần này cô ấy làm ca đêm."
"ETS-LC-8","acquisition","sự mua lại","noun","/ˌæk.wəˈzɪʃ.ən/","The company announced the acquisition of a tech startup.","Công ty đã công bố việc mua lại một công ty khởi nghiệp công nghệ."
"ETS-LC-8","committee","ủy ban","noun","/kəˈmɪt̬.i/","The finance committee will review the annual budget next week.","Ủy ban tài chính sẽ xem xét ngân sách hàng năm vào tuần tới."
"ETS-LC-8","prototype","nguyên mẫu thử nghiệm","noun","/ˈproʊ.t̬ə.taɪp/","Engineers tested the prototype before mass production.","Các kỹ sư đã thử nghiệm nguyên mẫu trước khi sản xuất hàng loạt."
"ETS-LC-8","innovative","đổi mới, sáng tạo","adj","/ˈɪn.ə.veɪ.t̬ɪv/","The company is known for its innovative product designs.","Công ty được biết đến với các thiết kế sản phẩm đổi mới."
"ETS-LC-8","incorrect","sai, không đúng","adj","/ˌɪn.kəˈrekt/","The shipping address you entered is incorrect.","Địa chỉ giao hàng bạn nhập là không chính xác."
"ETS-LC-8","broken","bị hỏng, không hoạt động được","adj","/ˈbroʊ.kən/","The printer is broken and needs to be repaired.","Máy in bị hỏng và cần được sửa chữa."
"ETS-LC-8","banquet","buổi tiệc trang trọng","noun","/ˈbæŋ.kwət/","The company held a banquet to celebrate its anniversary.","Công ty đã tổ chức một buổi tiệc để kỷ niệm ngày thành lập."
"ETS-LC-8","express mail","thư chuyển phát nhanh","noun","/ɪkˈspres ˌmeɪl/","Please use express mail for urgent documents.","Vui lòng sử dụng thư chuyển phát nhanh cho tài liệu khẩn cấp."
"ETS-LC-8","deal","thỏa thuận kinh doanh","noun","/diːl/","The company signed a multi-year deal with a major supplier.","Công ty đã ký một thỏa thuận nhiều năm với nhà cung cấp lớn."
"ETS-LC-8","lease","hợp đồng cho thuê","noun","/liːs/","We signed a one-year lease for the new office space.","Chúng tôi đã ký hợp đồng thuê một năm cho văn phòng mới."
"ETS-LC-8","quarter","quý (giai đoạn ba tháng trong năm tài chính)","noun","/ˈkwɔːr.t̬ɚ/","Earnings increased by 10% in the last quarter.","Doanh thu đã tăng 10% trong quý vừa qua."
"ETS-LC-8","organization","tổ chức","noun","/ˌɔːr.ɡən.əˈzeɪ.ʃən/","The organization supports small local businesses.","Tổ chức này hỗ trợ các doanh nghiệp nhỏ địa phương."
"ETS-LC-8","follow","làm theo hoặc theo dõi","verb","/ˈfɑː.loʊ/","Please follow the instructions on the screen.","Vui lòng làm theo hướng dẫn trên màn hình."
"ETS-LC-8","host","người tổ chức hoặc tiếp đón khách","noun","/hoʊst/","The company will be the host of this year’s annual conference.","Công ty sẽ là đơn vị tổ chức hội nghị thường niên năm nay."
"ETS-LC-8","unusual","khác thường, không phổ biến","adj","/ʌnˈjuː.ʒu.əl/","It’s unusual to see that many clients visiting at once.","Thật bất thường khi thấy nhiều khách đến cùng lúc như vậy."
"ETS-LC-8","benefit","lợi ích","noun","/ˈben.ə.fɪt/","One of the key benefits of the software is its user-friendly interface.","Một trong những lợi ích chính của phần mềm là giao diện dễ sử dụng."
"ETS-LC-8","retain","giữ lại, duy trì","verb","/rɪˈteɪn/","The company wants to retain its top-performing employees.","Công ty muốn giữ lại những nhân viên xuất sắc nhất."
"ETS-LC-8","propose","đề xuất kế hoạch hoặc ý tưởng","verb","/prəˈpoʊz/","The manager proposed a new approach to improve efficiency.","Quản lý đã đề xuất một cách tiếp cận mới để cải thiện hiệu quả."
"ETS-LC-8","quality","chất lượng","noun","/ˈkwɑː.lə.t̬i/","We focus on delivering high-quality customer service.","Chúng tôi tập trung vào việc cung cấp dịch vụ khách hàng chất lượng cao."
"ETS-LC-8","paperwork","giấy tờ hành chính","noun","/ˈpeɪ.pɚ.wɝːk/","Please complete all the paperwork before the deadline.","Vui lòng hoàn tất mọi giấy tờ trước thời hạn."
"ETS-LC-8","applicant","người nộp đơn","noun","/ˈæp.lə.kənt/","Each applicant must submit a resume and cover letter.","Mỗi ứng viên phải nộp sơ yếu lý lịch và thư xin việc."
"ETS-LC-8","attract","thu hút","verb","/əˈtrækt/","The new ad campaign helped attract more customers.","Chiến dịch quảng cáo mới đã giúp thu hút thêm khách hàng."
"ETS-LC-8","increase","tăng lên","verb","/ɪnˈkriːs/","We aim to increase sales by 15% this quarter.","Chúng tôi đặt mục tiêu tăng doanh số 15% trong quý này."
"ETS-LC-8","understaffed","thiếu nhân sự","adj","/ˌʌn.dɚˈstæft/","The department is currently understaffed and cannot handle more tasks.","Bộ phận hiện đang thiếu nhân sự và không thể xử lý thêm công việc."
"ETS-LC-8","guideline","hướng dẫn chung","noun","/ˈɡaɪd.laɪn/","Please follow the safety guidelines posted at the entrance.","Vui lòng tuân theo hướng dẫn an toàn được dán ở lối vào."
"ETS-LC-8","prospective","tiềm năng trong tương lai","adj","/prəˈspek.tɪv/","The recruiter met with several prospective candidates.","Nhà tuyển dụng đã gặp một vài ứng viên tiềm năng."
"ETS-LC-8","charge","phí dịch vụ","noun","/tʃɑːrdʒ/","There is an additional charge for same-day delivery.","Có phụ phí cho giao hàng trong ngày."
"ETS-LC-8","potential","tiềm năng","noun","/pəˈten.ʃəl/","The manager sees great potential in the new intern.","Quản lý thấy tiềm năng lớn ở thực tập sinh mới."
"ETS-LC-8","restriction","sự giới hạn","noun","/rɪˈstrɪk.ʃən/","The company lifted the restriction on overtime hours.","Công ty đã gỡ bỏ giới hạn về giờ làm thêm."
"ETS-LC-8","guidebook","sách hướng dẫn","noun","/ˈɡaɪd.bʊk/","The travel guidebook includes a map of the subway system.","Sách hướng dẫn du lịch có bản đồ hệ thống tàu điện ngầm."
"ETS-LC-8","showcase","trưng bày nổi bật","verb","/ˈʃoʊ.keɪs/","The exhibition will showcase local artists' work.","Triển lãm sẽ trưng bày tác phẩm của các nghệ sĩ địa phương."
"ETS-LC-8","overview","cái nhìn tổng quát","noun","/ˈoʊ.vɚ.vjuː/","The report provides an overview of last quarter's sales.","Báo cáo cung cấp cái nhìn tổng quát về doanh số quý trước."
"ETS-LC-8","regional","thuộc về khu vực cụ thể","adj","/ˈriː.dʒən.əl/","Regional offices report directly to the head office.","Văn phòng khu vực báo cáo trực tiếp về trụ sở chính."
"ETS-LC-8","protective","bảo vệ, che chở khỏi nguy hiểm","adj","/prəˈtek.tɪv/","All employees must wear protective gear in the factory.","Tất cả nhân viên phải mang đồ bảo hộ trong nhà máy."
"ETS-LC-8","production","quá trình sản xuất hàng hóa hoặc dịch vụ","noun","/prəˈdʌk.ʃən/","The factory increased production to meet rising demand.","Nhà máy đã tăng sản lượng để đáp ứng nhu cầu gia tăng."
"ETS-LC-8","process","quy trình","noun","/ˈprɑː.ses/","The hiring process involves multiple interview rounds.","Quy trình tuyển dụng bao gồm nhiều vòng phỏng vấn."
"ETS-LC-8","decrease","sự giảm sút","noun","/ˈdiː.kriːs/","There has been a steady decrease in customer complaints.","Có sự giảm ổn định trong số lượng phàn nàn của khách hàng."
"ETS-LC-8","mixture","hỗn hợp","noun","/ˈmɪks.tʃɚ/","The paint is a mixture of red and white.","Loại sơn này là hỗn hợp giữa màu đỏ và trắng."
"ETS-LC-8","projection","dự báo tương lai dựa trên dữ liệu","noun","/prəˈdʒek.ʃən/","The sales projection for next quarter looks promising.","Dự báo doanh số cho quý tới trông đầy hứa hẹn."
"ETS-LC-8","quantity","số lượng","noun","/ˈkwɑːn.t̬ə.t̬i/","We ordered a large quantity of office supplies.","Chúng tôi đã đặt một lượng lớn đồ dùng văn phòng."
"ETS-LC-8","out of stock","hết hàng","adj","/aʊt əv stɑːk/","The printer cartridges are currently out of stock.","Các hộp mực máy in hiện đang hết hàng."
"ETS-LC-8","shortage","sự thiếu hụt","noun","/ˈʃɔːr.t̬ɪdʒ/","There’s a shortage of qualified technicians in the industry.","Ngành này đang thiếu kỹ thuật viên có trình độ."
"ETS-LC-8","cancellation","hủy bỏ","noun","/ˌkæn.səlˈeɪ.ʃən/","We received a cancellation notice for the hotel booking.","Chúng tôi nhận được thông báo hủy đặt phòng khách sạn."
"ETS-LC-8","inspect","kiểm tra kỹ lưỡng","verb","/ɪnˈspekt/","The technician will inspect the equipment for any defects.","Kỹ thuật viên sẽ kiểm tra thiết bị để phát hiện lỗi."
"ETS-LC-8","lighting","hệ thống chiếu sáng","noun","/ˈlaɪ.t̬ɪŋ/","The office lighting was upgraded to reduce energy use.","Hệ thống chiếu sáng văn phòng đã được nâng cấp để tiết kiệm năng lượng."
"ETS-LC-8","measure","đo lường kích thước hoặc số lượng","verb","/ˈmeʒ.ɚ/","The engineer measured the room before installing the equipment.","Kỹ sư đã đo căn phòng trước khi lắp đặt thiết bị."
"ETS-LC-8","unique","độc đáo, khác biệt hoàn toàn","adj","/juːˈniːk/","Our company offers a unique service that no one else provides.","Công ty chúng tôi cung cấp dịch vụ độc đáo mà không ai khác có."
"ETS-LC-8","compact","nhỏ gọn, chiếm ít không gian","adj","/kəmˈpækt/","This compact printer fits perfectly in small offices.","Chiếc máy in nhỏ gọn này rất phù hợp với các văn phòng nhỏ."
"ETS-LC-8","guarantee","bảo hành","noun","/ˌɡer.ənˈtiː/","This product comes with a two-year guarantee.","Sản phẩm này đi kèm với bảo hành hai năm."
"ETS-LC-8","last","kéo dài","verb","/læst/","The batteries are designed to last up to six months.","Pin được thiết kế để kéo dài đến sáu tháng."
"ETS-LC-8","release","ra mắt hoặc phát hành","verb","/rɪˈliːs/","The company plans to release the new software next month.","Công ty dự định phát hành phần mềm mới vào tháng tới."
"ETS-LC-8","fix","sửa chữa","verb","/fɪks/","A technician is scheduled to fix the broken copier.","Một kỹ thuật viên được lên lịch để sửa máy photocopy bị hỏng."
"ETS-LC-8","warranty","chính sách bảo hành sản phẩm trong thời gian nhất định","noun","/ˈwɔːr.ən.t̬i/","The device is under a one-year warranty.","Thiết bị đang trong thời gian bảo hành một năm."
"ETS-LC-8","regular","đều đặn, theo chu kỳ hoặc tiêu chuẩn thông thường","adj","/ˈreɡ.jə.lɚ/","We conduct regular maintenance on all equipment.","Chúng tôi thực hiện bảo trì định kỳ cho tất cả thiết bị."
"ETS-LC-8","manufacturer","nhà sản xuất","noun","/ˌmæn.jəˈfæk.tʃɚ.ɚ/","The manufacturer guarantees the quality of the product.","Nhà sản xuất đảm bảo chất lượng của sản phẩm."
"ETS-LC-8","opinion","ý kiến","noun","/əˈpɪn.jən/","Your opinion is important to our customer service team.","Ý kiến của bạn rất quan trọng với đội ngũ chăm sóc khách hàng của chúng tôi."
"ETS-LC-8","outstanding","xuất sắc hoặc chưa giải quyết","adj","/ˌaʊtˈstæn.dɪŋ/","She received an award for outstanding performance.","Cô ấy nhận được giải thưởng cho thành tích xuất sắc."
"ETS-LC-8","service","dịch vụ hỗ trợ khách hàng","noun","/ˈsɝː.vɪs/","We pride ourselves on providing excellent customer service.","Chúng tôi tự hào mang đến dịch vụ khách hàng xuất sắc."
"ETS-LC-8","promotion","thăng chức hoặc quảng bá sản phẩm","noun","/prəˈmoʊ.ʃən/","She received a promotion after years of hard work.","Cô ấy được thăng chức sau nhiều năm làm việc chăm chỉ."
"ETS-LC-8","pavement","vỉa hè","noun","/ˈpeɪv.mənt/","Workers are repairing the pavement outside the building.","Công nhân đang sửa chữa vỉa hè trước tòa nhà."
"ETS-LC-8","apply for","nộp đơn xin","verb","/əˈplaɪ fɔːr/","I want to apply for the marketing position.","Tôi muốn nộp đơn cho vị trí tiếp thị."
"ETS-LC-8","reject","từ chối, không chấp nhận","verb","/rɪˈdʒekt/","The manager rejected the proposal due to high costs.","Quản lý đã từ chối đề xuất vì chi phí cao."
"ETS-LC-8","grant","trao, cấp quyền hoặc tài trợ chính thức","verb","/ɡrænt/","The company granted him permission to work remotely.","Công ty đã cho phép anh ấy làm việc từ xa."
"ETS-LC-8","wireless","không dây","adj","/ˈwaɪɚ.ləs/","The office uses wireless printers for convenience.","Văn phòng sử dụng máy in không dây để tiện lợi hơn."
"ETS-LC-8","connect","kết nối","verb","/kəˈnekt/","You need to connect the monitor to the computer.","Bạn cần kết nối màn hình với máy tính."
"ETS-LC-8","environment","môi trường sống hoặc làm việc","noun","/ɪnˈvaɪ.rən.mənt/","We aim to create a safe working environment.","Chúng tôi hướng đến việc tạo ra môi trường làm việc an toàn."
"ETS-LC-8","vegetarian","người ăn chay","noun","/ˌvedʒ.əˈter.i.ən/","They offer vegetarian options on the menu.","Họ cung cấp các món ăn chay trong thực đơn."
